uid,perc_repeat_2,perc_repeat_7,perc_repeat_30,perc_repeat_inf
0,0.3404669260700389,0.6089494163424124,0.7529182879377432,0.8696498054474708
1,0.32326283987915405,0.6042296072507553,0.7401812688821753,0.7673716012084593
3,0.125,0.20535714285714285,0.29464285714285715,0.3839285714285714
4,0.6048689138576779,0.7902621722846442,0.850187265917603,0.9569288389513109
5,0.25432756324900135,0.46870838881491345,0.6338215712383488,0.7230359520639148
6,0.15873015873015872,0.20634920634920634,0.2222222222222222,0.33333333333333337
7,0.23198198198198197,0.5225225225225225,0.6644144144144144,0.7094594594594594
9,0.25311203319502074,0.46680497925311204,0.5871369294605809,0.6556016597510373
11,0.1881720430107527,0.3978494623655914,0.553763440860215,0.6478494623655914
12,0.30202774813233724,0.5048025613660619,0.6200640341515475,0.8495197438633938
14,0.3,0.44,0.48,0.63
15,0.3046153846153846,0.47384615384615386,0.5969230769230769,0.6307692307692307
16,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.09836065573770492
18,0.24390243902439024,0.4146341463414634,0.43902439024390244,0.524390243902439
19,0.02631578947368421,0.23684210526315788,0.23684210526315788,0.3421052631578947
22,0.03125,0.0625,0.09375,0.09375
23,0.125,0.1875,0.203125,0.234375
24,0.16521739130434782,0.39565217391304347,0.4826086956521739,0.5
26,0.05084745762711865,0.1694915254237288,0.1694915254237288,0.18644067796610164
28,0.14685314685314685,0.2727272727272727,0.27972027972027974,0.3776223776223776
29,0.3333333333333333,0.4740740740740741,0.4740740740740741,0.5259259259259259
30,0.308288148721921,0.5352439969016266,0.6498838109992254,0.8458559256390394
31,0.21951219512195122,0.4912891986062718,0.6097560975609756,0.6550522648083623
32,0.06451612903225806,0.16129032258064516,0.16129032258064516,0.16129032258064513
33,0.2822966507177033,0.45933014354066987,0.5263157894736842,0.569377990430622
34,0.1891891891891892,0.2702702702702703,0.36486486486486486,0.3648648648648649
35,0.45625,0.64296875,0.70859375,0.85
36,0.25742574257425743,0.4158415841584158,0.43564356435643564,0.4356435643564357
38,0.610909090909091,0.730909090909091,0.7745454545454545,0.8254545454545454
39,0.5159420289855072,0.6695652173913044,0.7768115942028986,0.8057971014492753
40,0.3713490959666203,0.6369958275382476,0.7426981919332406,0.8094575799721836
41,0.15789473684210525,0.22807017543859648,0.3157894736842105,0.4035087719298246
42,0.5574354407836153,0.798753339269813,0.8993766696349065,0.9127337488869101
43,0.09580838323353294,0.33532934131736525,0.4431137724550898,0.4610778443113772
44,0.1206896551724138,0.2413793103448276,0.27586206896551724,0.27586206896551724
45,0.5109947643979058,0.6984293193717277,0.7696335078534031,0.8869109947643979
46,0.4021317829457364,0.5717054263565892,0.6686046511627907,0.8391472868217054
47,0.3377777777777778,0.48444444444444446,0.5866666666666667,0.7377777777777778
48,0.075,0.175,0.175,0.32499999999999996
49,0.4166666666666667,0.5850694444444444,0.6770833333333334,0.7829861111111112
51,0.22660098522167488,0.3891625615763547,0.5369458128078818,0.5960591133004927
52,0.20725388601036268,0.38860103626943004,0.4896373056994819,0.5155440414507773
55,0.16898608349900596,0.3359840954274354,0.5248508946322068,0.6361829025844931
56,0.15625,0.3203125,0.4453125,0.4453125
58,0.4343065693430657,0.6788321167883211,0.7572992700729927,0.9397810218978102
61,0.14583333333333334,0.2916666666666667,0.4027777777777778,0.4375
62,0.09949409780775717,0.2411467116357504,0.38785834738617203,0.46543001686340646
64,0.21568627450980393,0.47058823529411764,0.49019607843137253,0.5490196078431373
65,0.407098121085595,0.7244258872651357,0.8183716075156576,0.8413361169102296
66,0.1402116402116402,0.2962962962962963,0.4947089947089947,0.5529100529100529
